Store,Weekday Simulated Demand,Saturday Simulated Demand
FreshChoice Flat Bush,8.470563845051796,0.0
FreshChoice Flat Bush,0.7626268486490289,0.0
FreshChoice Flat Bush,5.0231287616106,0.0
FreshChoice Flat Bush,5.897070597931133,0.0
FreshChoice Flat Bush,5.900870409130241,0.0
FreshChoice Flat Bush,1.8505577105182938,0.0
FreshChoice Flat Bush,3.912379653272489,0.0
FreshChoice Flat Bush,4.018477993402461,0.0
FreshChoice Flat Bush,2.708451865000816,0.0
FreshChoice Flat Bush,3.811516694985063,0.0
FreshChoice Flat Bush,3.4125951583033522,0.0
FreshChoice Flat Bush,6.270485535192589,0.0
FreshChoice Flat Bush,7.732363282084025,0.0
FreshChoice Flat Bush,7.766420659594335,0.0
FreshChoice Flat Bush,5.519704127159014,0.0
FreshChoice Flat Bush,2.8826564411689954,0.0
FreshChoice Flat Bush,5.544169302126365,0.0
FreshChoice Flat Bush,4.278098192885417,0.0
FreshChoice Flat Bush,5.027359471643981,0.0
FreshChoice Flat Bush,6.268913202414753,0.0
FreshChoice Flat Bush,5.118126899644395,0.0
FreshChoice Flat Bush,7.0555857013279235,0.0
FreshChoice Flat Bush,4.940132704134232,0.0
FreshChoice Flat Bush,3.0326284465238027,0.0
FreshChoice Flat Bush,6.373069761941684,0.0
FreshChoice Flat Bush,3.650417634972502,0.0
FreshChoice Flat Bush,6.476920035384839,0.0
FreshChoice Flat Bush,3.7605486857554453,0.0
FreshChoice Flat Bush,4.907882955879824,0.0
FreshChoice Flat Bush,1.974455185179445,0.0
FreshChoice Flat Bush,2.1677389989457567,0.0
FreshChoice Flat Bush,8.214769674448323,0.0
FreshChoice Glen Eden,5.940587097173564,0.0
FreshChoice Glen Eden,4.044366833204784,0.0
FreshChoice Glen Eden,3.7417839554957704,0.0
FreshChoice Glen Eden,4.20731449600539,0.0
FreshChoice Glen Eden,6.625634883618865,0.0
FreshChoice Glen Eden,6.565360833408214,0.0
FreshChoice Glen Eden,3.1365171282436486,0.0
FreshChoice Glen Eden,3.1705459879450864,0.0
FreshChoice Glen Eden,3.5861496183359725,0.0
FreshChoice Glen Eden,5.791924931058177,0.0
FreshChoice Glen Eden,2.2057181566153745,0.0
FreshChoice Glen Eden,3.424720192526812,0.0
FreshChoice Glen Eden,7.14838589645227,0.0
FreshChoice Glen Eden,4.489198600680931,0.0
FreshChoice Glen Eden,5.688629995769345,0.0
FreshChoice Glen Eden,5.091328723462482,0.0
FreshChoice Glen Eden,2.7413969426894105,0.0
FreshChoice Glen Eden,2.8205830240940983,0.0
FreshChoice Glen Eden,-0.18497692998046933,0.0
FreshChoice Glen Eden,6.689588655554125,0.0
FreshChoice Glen Eden,4.1888375825714395,0.0
FreshChoice Glen Eden,6.197044531947919,0.0
FreshChoice Glen Eden,5.105890851428415,0.0
FreshChoice Glen Eden,3.837173658124502,0.0
FreshChoice Glen Eden,2.9614143567346556,0.0
FreshChoice Glen Eden,3.6521457436154963,0.0
FreshChoice Glen Eden,6.579331721941466,0.0
FreshChoice Glen Eden,5.26363771618754,0.0
FreshChoice Glen Eden,3.871998928700016,0.0
FreshChoice Glen Eden,3.798900963936493,0.0
FreshChoice Glen Eden,4.2731655889541225,0.0
FreshChoice Glen Eden,7.725433607427486,0.0
FreshChoice Glen Eden,2.786035307550616,0.0
FreshChoice Glen Eden,0.779463190344857,0.0
FreshChoice Glen Eden,2.3487116257991207,0.0
FreshChoice Glen Eden,6.036702416174219,0.0
FreshChoice Glen Eden,4.736918563647761,0.0
FreshChoice Glen Eden,2.5088721194280903,0.0
FreshChoice Glen Eden,6.099904275365038,0.0
FreshChoice Glen Eden,5.9291541033073205,0.0
FreshChoice Glen Eden,4.460671044786607,0.0
FreshChoice Glen Eden,3.0187423557024546,0.0
FreshChoice Glen Eden,6.753958847576046,0.0
FreshChoice Glen Eden,7.409884654564077,0.0
FreshChoice Glen Eden,1.3263102010265464,0.0
FreshChoice Glen Eden,0.8840718937764471,0.0
FreshChoice Glen Eden,2.439608611716161,0.0
FreshChoice Glen Eden,4.9369630827454465,0.0
FreshChoice Glen Eden,5.739686029789652,0.0
FreshChoice Glen Eden,8.604291605575384,0.0
FreshChoice Glen Eden,5.380966943259534,0.0
FreshChoice Glen Eden,5.487033343294877,0.0
FreshChoice Glen Eden,4.994741724786859,0.0
FreshChoice Glen Eden,6.079625215923635,0.0
FreshChoice Glen Eden,3.9386244401796175,0.0
FreshChoice Glen Eden,3.458010955918379,0.0
FreshChoice Glen Eden,4.280754464437274,0.0
FreshChoice Glen Eden,5.14226257204022,0.0
FreshChoice Glen Eden,5.573577594541735,0.0
FreshChoice Glen Eden,5.239997967049223,0.0
FreshChoice Glen Eden,4.33377601837284,0.0
FreshChoice Glen Eden,8.643730163242923,0.0
FreshChoice Glen Eden,2.93112030132163,0.0
FreshChoice Glen Eden,5.9018327791563125,0.0
FreshChoice Glen Eden,6.365971946279828,0.0
FreshChoice Glen Eden,5.462221956558073,0.0
FreshChoice Glen Eden,8.239463556434846,0.0
FreshChoice Glen Eden,5.724733894944764,0.0
FreshChoice Glen Eden,6.277791659895548,0.0
FreshChoice Glen Eden,-0.9745320332610747,0.0
FreshChoice Glen Eden,3.1519303695838916,0.0
FreshChoice Glen Eden,8.776036679436782,0.0
FreshChoice Glen Eden,8.389178058047236,0.0
FreshChoice Glen Eden,0.8790996854214015,0.0
FreshChoice Glen Eden,2.253860774661177,0.0
FreshChoice Glen Eden,3.479168528742182,0.0
FreshChoice Glen Eden,6.45950585679604,0.0
FreshChoice Glen Eden,4.003578937257819,0.0
FreshChoice Glen Eden,4.681512332245729,0.0
FreshChoice Glen Eden,6.837704214920787,0.0
FreshChoice Glen Eden,5.391002453766018,0.0
FreshChoice Glen Eden,4.36105353535746,0.0
FreshChoice Glen Eden,2.719382237253045,0.0
FreshChoice Glen Eden,3.8891623584468014,0.0
FreshChoice Glen Eden,5.081437941390892,0.0
FreshChoice Glen Eden,3.220677406603146,0.0
FreshChoice Glen Eden,3.8444967693947234,0.0
FreshChoice Glen Eden,4.3900628194919555,0.0
FreshChoice Glen Eden,7.178036862781236,0.0
FreshChoice Glen Eden,3.315851765220679,0.0
FreshChoice Glen Eden,4.349163725437548,0.0
FreshChoice Glen Eden,6.5867869094795815,0.0
FreshChoice Glen Eden,3.0582217006913885,0.0
FreshChoice Glen Eden,6.584221381809323,0.0
FreshChoice Glen Eden,1.6686037278339398,0.0
FreshChoice Glen Eden,7.448065031695187,0.0
FreshChoice Glen Eden,0.37612656292602864,0.0
FreshChoice Glen Eden,6.066085464749284,0.0
FreshChoice Glen Eden,5.245364111835955,0.0
FreshChoice Glen Eden,3.673345333301585,0.0
FreshChoice Half Moon Bay,6.921636279035736,0.0
FreshChoice Half Moon Bay,3.3105498803100764,0.0
FreshChoice Half Moon Bay,2.566366098204456,0.0
FreshChoice Half Moon Bay,6.211263499912043,0.0
FreshChoice Half Moon Bay,4.2114176739046725,0.0
FreshChoice Half Moon Bay,3.858724213020091,0.0
FreshChoice Half Moon Bay,5.402771190291312,0.0
FreshChoice Half Moon Bay,3.5966609691288545,0.0
FreshChoice Half Moon Bay,4.007890468223786,0.0
FreshChoice Half Moon Bay,6.82373224558447,0.0
FreshChoice Half Moon Bay,3.797581052179041,0.0
FreshChoice Half Moon Bay,2.2019505811127735,0.0
FreshChoice Half Moon Bay,4.146436557131684,0.0
FreshChoice Half Moon Bay,3.585948649712294,0.0
FreshChoice Half Moon Bay,2.8283359617828534,0.0
FreshChoice Half Moon Bay,3.7276640146305393,0.0
FreshChoice Half Moon Bay,6.344978114730004,0.0
FreshChoice Half Moon Bay,4.805188635528222,0.0
FreshChoice Half Moon Bay,5.9067159693283635,0.0
FreshChoice Half Moon Bay,5.624289760830582,0.0
FreshChoice Half Moon Bay,7.458073683470381,0.0
FreshChoice Half Moon Bay,4.39819884005947,0.0
FreshChoice Half Moon Bay,4.3283014567450815,0.0
FreshChoice Half Moon Bay,5.457585428588104,0.0
FreshChoice Half Moon Bay,1.9479691226927383,0.0
FreshChoice Half Moon Bay,3.9050199231902494,0.0
FreshChoice Half Moon Bay,3.5000318218645687,0.0
FreshChoice Half Moon Bay,3.7482832846285064,0.0
FreshChoice Half Moon Bay,5.8798858228683875,0.0
FreshChoice Half Moon Bay,2.0682630742669064,0.0
FreshChoice Half Moon Bay,4.0619550780236615,0.0
FreshChoice Half Moon Bay,3.794397375775993,0.0
FreshChoice Half Moon Bay,6.143920352675545,0.0
FreshChoice Half Moon Bay,4.507924572663741,0.0
FreshChoice Half Moon Bay,4.494481645975397,0.0
FreshChoice Half Moon Bay,6.021553670712461,0.0
FreshChoice Half Moon Bay,6.308537712691313,0.0
FreshChoice Half Moon Bay,6.548074658796926,0.0
FreshChoice Half Moon Bay,5.080033052235869,0.0
FreshChoice Half Moon Bay,2.2306535138020602,0.0
FreshChoice Half Moon Bay,6.322633094732034,0.0
FreshChoice Half Moon Bay,2.9793895511035355,0.0
FreshChoice Half Moon Bay,4.696099435415411,0.0
FreshChoice Half Moon Bay,3.998152980449266,0.0
FreshChoice Half Moon Bay,4.482295978475728,0.0
FreshChoice Half Moon Bay,3.4336816618671424,0.0
FreshChoice Half Moon Bay,4.993694022195796,0.0
FreshChoice Half Moon Bay,5.604057604325932,0.0
FreshChoice Half Moon Bay,5.91393506216961,0.0
FreshChoice Half Moon Bay,5.1207405581740355,0.0
FreshChoice Half Moon Bay,4.556483547140297,0.0
FreshChoice Half Moon Bay,3.8384023792907236,0.0
FreshChoice Half Moon Bay,5.913262557654887,0.0
FreshChoice Half Moon Bay,2.1396187897697057,0.0
FreshChoice Half Moon Bay,5.650380791791585,0.0
FreshChoice Half Moon Bay,5.969574066526262,0.0
FreshChoice Half Moon Bay,5.025335509335771,0.0
FreshChoice Half Moon Bay,4.329692451146812,0.0
FreshChoice Half Moon Bay,4.0426890021675685,0.0
FreshChoice Half Moon Bay,5.06766557745326,0.0
FreshChoice Half Moon Bay,4.303750864045022,0.0
FreshChoice Half Moon Bay,4.265027203293837,0.0
FreshChoice Half Moon Bay,3.4778701299698236,0.0
FreshChoice Half Moon Bay,5.509502089587227,0.0
FreshChoice Half Moon Bay,4.868786173150962,0.0
FreshChoice Half Moon Bay,5.430776350441372,0.0
FreshChoice Half Moon Bay,6.123310369303469,0.0
FreshChoice Half Moon Bay,4.562936547602081,0.0
FreshChoice Half Moon Bay,5.074480671205322,0.0
FreshChoice Half Moon Bay,3.0537364482911125,0.0
FreshChoice Half Moon Bay,4.763758722829678,0.0
FreshChoice Half Moon Bay,5.840285118482803,0.0
FreshChoice Half Moon Bay,4.4807373881193024,0.0
FreshChoice Half Moon Bay,4.490776761300282,0.0
FreshChoice Half Moon Bay,3.0798861096571954,0.0
FreshChoice Half Moon Bay,3.990239862616495,0.0
FreshChoice Half Moon Bay,4.607880904949316,0.0
FreshChoice Half Moon Bay,4.000572373575585,0.0
FreshChoice Half Moon Bay,3.8261849872445195,0.0
FreshChoice Half Moon Bay,2.533445951956928,0.0
FreshChoice Half Moon Bay,6.245492514792952,0.0
FreshChoice Half Moon Bay,3.625120919384984,0.0
FreshChoice Half Moon Bay,3.856370656083816,0.0
FreshChoice Half Moon Bay,7.4666210125287655,0.0
FreshChoice Half Moon Bay,6.514111731195484,0.0
FreshChoice Half Moon Bay,3.216293272629649,0.0
FreshChoice Half Moon Bay,4.702169164968789,0.0
FreshChoice Half Moon Bay,4.761409594235637,0.0
FreshChoice Half Moon Bay,2.9565664357943935,0.0
FreshChoice Half Moon Bay,5.252987175331173,0.0
FreshChoice Half Moon Bay,1.8504854616439563,0.0
FreshChoice Half Moon Bay,4.698615584649578,0.0
FreshChoice Half Moon Bay,4.99409714461339,0.0
FreshChoice Half Moon Bay,6.182277268042144,0.0
FreshChoice Half Moon Bay,3.076235245230742,0.0
FreshChoice Half Moon Bay,5.2620713358074935,0.0
FreshChoice Half Moon Bay,7.743960279237676,0.0
FreshChoice Half Moon Bay,2.5870681538933757,0.0
FreshChoice Half Moon Bay,5.021668258440141,0.0
FreshChoice Half Moon Bay,6.45742428354825,0.0
FreshChoice Mangere Bridge,1.7660053246788325,0.0
FreshChoice Mangere Bridge,4.325582773704377,0.0
FreshChoice Mangere Bridge,3.6061939999882666,0.0
FreshChoice Mangere Bridge,3.880003115955413,0.0
FreshChoice Mangere Bridge,4.483317357068621,0.0
FreshChoice Mangere Bridge,2.8082802862942886,0.0
FreshChoice Mangere Bridge,1.376746599417618,0.0
FreshChoice Mangere Bridge,2.9709257587623843,0.0
FreshChoice Mangere Bridge,4.164334033306613,0.0
FreshChoice Mangere Bridge,3.9715913592791514,0.0
FreshChoice Mangere Bridge,4.141370932849745,0.0
FreshChoice Mangere Bridge,6.115415670338434,0.0
FreshChoice Mangere Bridge,4.902209527143821,0.0
FreshChoice Mangere Bridge,0.06642070698205682,0.0
FreshChoice Mangere Bridge,4.528696299026679,0.0
FreshChoice Mangere Bridge,4.027994939567029,0.0
FreshChoice Mangere Bridge,0.5454174593014849,0.0
FreshChoice Mangere Bridge,3.747592733602756,0.0
FreshChoice Mangere Bridge,5.506676431698882,0.0
FreshChoice Mangere Bridge,3.9180872072750144,0.0
FreshChoice Mangere Bridge,4.808349212868787,0.0
FreshChoice Mangere Bridge,1.534158071888604,0.0
FreshChoice Mangere Bridge,1.5411005820847166,0.0
FreshChoice Mangere Bridge,6.606127207293939,0.0
FreshChoice Mangere Bridge,3.138011192259827,0.0
FreshChoice Mangere Bridge,3.654690082334414,0.0
FreshChoice Mangere Bridge,2.7011385699758357,0.0
FreshChoice Mangere Bridge,3.1828006180345563,0.0
FreshChoice Mangere Bridge,1.9904015853951156,0.0
FreshChoice Mangere Bridge,2.407599683116362,0.0
FreshChoice Mangere Bridge,3.6530247409942858,0.0
FreshChoice Mangere Bridge,0.6826211347245561,0.0
FreshChoice Mangere Bridge,3.1305335202505398,0.0
FreshChoice Mangere Bridge,4.416480173958952,0.0
FreshChoice Mangere Bridge,3.9134615678306632,0.0
FreshChoice Mangere Bridge,3.987445837508551,0.0
FreshChoice Mangere Bridge,2.853963620177068,0.0
FreshChoice Mangere Bridge,1.6646756654453978,0.0
FreshChoice Mangere Bridge,5.2245311179959595,0.0
FreshChoice Mangere Bridge,6.396132162807502,0.0
FreshChoice Mangere Bridge,2.233881150543062,0.0
FreshChoice Mangere Bridge,2.849084853758301,0.0
FreshChoice Mangere Bridge,2.8990653862431177,0.0
FreshChoice Mangere Bridge,4.914041700661513,0.0
FreshChoice Mangere Bridge,3.2611756401300522,0.0
FreshChoice Mangere Bridge,4.018612652917327,0.0
FreshChoice Mangere Bridge,3.560557835284433,0.0
FreshChoice Mangere Bridge,5.869605527973041,0.0
FreshChoice Mangere Bridge,5.327402371694973,0.0
FreshChoice Mangere Bridge,1.8987020986557337,0.0
FreshChoice Mangere Bridge,3.8963336044960584,0.0
FreshChoice Mangere Bridge,-0.5233086330409975,0.0
FreshChoice Mangere Bridge,2.6199729267435896,0.0
FreshChoice Mangere Bridge,3.3507445774702425,0.0
FreshChoice Mangere Bridge,5.353804178401997,0.0
FreshChoice Mangere Bridge,4.279867077091852,0.0
FreshChoice Mangere Bridge,4.273548491675884,0.0
FreshChoice Mangere Bridge,4.976462532996802,0.0
FreshChoice Mangere Bridge,3.3538616251331375,0.0
FreshChoice Mangere Bridge,4.746026171396955,0.0
FreshChoice Mangere Bridge,5.91653242868742,0.0
FreshChoice Mangere Bridge,3.6121643033651467,0.0
FreshChoice Mangere Bridge,1.6538939070161955,0.0
FreshChoice Mangere Bridge,3.4883212513540607,0.0
FreshChoice Mangere Bridge,4.860142470583674,0.0
FreshChoice Mangere Bridge,6.437729479047537,0.0
FreshChoice Mangere Bridge,3.9108736688271284,0.0
FreshChoice Mangere Bridge,1.7378896316696455,0.0
FreshChoice Mangere Bridge,6.120675479578901,0.0
FreshChoice Mangere Bridge,5.8112074332693195,0.0
FreshChoice Mangere Bridge,3.258291981166323,0.0
FreshChoice Mangere Bridge,2.8645877493410405,0.0
FreshChoice Mangere Bridge,3.297492764209713,0.0
FreshChoice Mangere Bridge,3.2067362958800456,0.0
FreshChoice Mangere Bridge,1.5400878341437538,0.0
FreshChoice Mangere Bridge,3.019530629271304,0.0
FreshChoice Mangere Bridge,4.51565300273591,0.0
FreshChoice Mangere Bridge,1.6616157097404747,0.0
FreshChoice Mangere Bridge,2.841259950296369,0.0
FreshChoice Mangere Bridge,5.184690749462603,0.0
FreshChoice Mangere Bridge,2.810919516514617,0.0
FreshChoice Mangere Bridge,2.899353941167182,0.0
FreshChoice Mangere Bridge,3.318110717722198,0.0
FreshChoice Mangere Bridge,5.14747435363978,0.0
FreshChoice Mangere Bridge,3.2641083570364664,0.0
FreshChoice Mangere Bridge,3.9265260120927925,0.0
FreshChoice Mangere Bridge,3.2903848488206804,0.0
FreshChoice Mangere Bridge,1.6015537689456734,0.0
FreshChoice Mangere Bridge,5.069102597333256,0.0
FreshChoice Mangere Bridge,4.585099536567799,0.0
FreshChoice Mangere Bridge,4.2002722789165965,0.0
FreshChoice Mangere Bridge,3.5713259992416986,0.0
FreshChoice Mangere Bridge,1.1941462799778266,0.0
FreshChoice Mangere Bridge,2.0637536071146103,0.0
FreshChoice Mangere Bridge,4.718777006476686,0.0
FreshChoice Mangere Bridge,2.5091195566380478,0.0
FreshChoice Mangere Bridge,4.487606726506974,0.0
FreshChoice Mangere Bridge,4.590551281119882,0.0
FreshChoice Mangere Bridge,3.875924148498934,0.0
FreshChoice Mangere Bridge,2.265671387008337,0.0
FreshChoice Otahuhu,2.585743942895577,0.0
FreshChoice Otahuhu,4.065901579023497,0.0
FreshChoice Otahuhu,3.38411836287477,0.0
FreshChoice Otahuhu,2.840002113245277,0.0
FreshChoice Otahuhu,6.180714854174987,0.0
FreshChoice Otahuhu,7.788457125399944,0.0
FreshChoice Otahuhu,5.510993303464488,0.0
FreshChoice Otahuhu,6.808850241331181,0.0
FreshChoice Otahuhu,3.1105630154071866,0.0
FreshChoice Otahuhu,4.655227706174648,0.0
FreshChoice Otahuhu,4.19961261295573,0.0
FreshChoice Otahuhu,5.044120942865102,0.0
FreshChoice Otahuhu,2.7757633406558635,0.0
FreshChoice Otahuhu,5.68500317785108,0.0
FreshChoice Otahuhu,5.0998267727777495,0.0
FreshChoice Otahuhu,6.305254060750121,0.0
FreshChoice Otahuhu,5.668962926456262,0.0
FreshChoice Otahuhu,4.4254952478102885,0.0
FreshChoice Otahuhu,6.096391362180495,0.0
FreshChoice Otahuhu,2.4551271703130313,0.0
FreshChoice Otahuhu,3.5725844017570614,0.0
FreshChoice Otahuhu,3.9518959873566715,0.0
FreshChoice Otahuhu,4.901307514492951,0.0
FreshChoice Otahuhu,6.62481424075821,0.0
FreshChoice Otahuhu,4.647760012747458,0.0
FreshChoice Otahuhu,5.1162500501451955,0.0
FreshChoice Otahuhu,6.680258311602929,0.0
FreshChoice Otahuhu,8.860054154897485,0.0
FreshChoice Otahuhu,1.9011065416923247,0.0
FreshChoice Otahuhu,5.75003043188677,0.0
FreshChoice Otahuhu,5.159590485939587,0.0
FreshChoice Otahuhu,6.057528645171435,0.0
FreshChoice Otahuhu,3.83746372882744,0.0
FreshChoice Otahuhu,3.8259361933682063,0.0
FreshChoice Otahuhu,3.55987862718659,0.0
FreshChoice Otahuhu,3.4153848472141277,0.0
FreshChoice Otahuhu,3.253977359394568,0.0
FreshChoice Otahuhu,4.147667499606706,0.0
FreshChoice Otahuhu,4.673825388609057,0.0
FreshChoice Otahuhu,4.0783085407827375,0.0
FreshChoice Otahuhu,3.466264945776537,0.0
FreshChoice Otahuhu,4.5373544989495285,0.0
